ID,claim,evidence
9590,[],"['When Colorado eased its medical marijuana laws , fatal accidents involving potusing drivers soared while overall traffic fatalities decreased .']"
9591,[],[]
9592,[],"['Were making more than ever off oil and gas right now , but its no secret that oil production in Texas peaked in the 1970s .']"
9593,[],[]
9594,[],['Did you know ObamaCare will cost nearly twice as much as initially expected $ 1.8 TRILLION ?']
9595,[],[]
9596,[],[]
9597,[],"['Almost every poll has shown that Sanders vs. Trump does a lot better than Clinton vs. Trump and , thats true nationally .']"
9598,[],[]
9599,[],[]
9600,[],[]
9601,[],"['Perdue mismanaged Pillowtex , and nearly 8,000 people got laid off .']"
9602,[],[]
9603,[],['Im the only governor in America ... who signed a law that says there needs to be an independent investigation any time theres a death of someone in police custody .']
9604,[],['Austin ISD has the highest graduation rate of every major city in Texas .']
9605,[],"['We now know these firms areunwilling to put up any private money , for Californias highspeed rail project .']"
9606,[],['The economy we preside over today is better than the one we inherited .']
9607,[],[]
9608,[],['Says Marco Rubio opposes abortioneven in the case of rape and incest .']
9609,[],[]
9610,[],[]
9611,[],"['For the past year , I was censored and muzzled .']"
9612,['Florida has chosen a company that has a significant history of promoting identification of the GLBT lifestyle for children as young as seven years old'],[]
9613,[],"[""When Charlie Crist was elected governor , Florida ranked 31st in K12 education . '"", 'Last year ... we went from 31st to 14 .', ""And this year , the top 10 in America . '""]"
9614,[],"['Due to Obamacare , Arkansas has covered almost 14 percent of its uninsured already .']"
9615,[],[]
9616,[],[]
9617,[],['Says Rep. Mike Coffman istheone who said he would support Trump .']
9618,[],"['According to the Congressional Budget Office , repealing Obamacare would increase the budget deficit .']"
9619,[],[]
9620,[],"['The Texas leg of the Keystone pipeline has already created 4,800 jobs in just the year its been up and running .']"
9621,[],[]
9622,[],['Says 25 percent of Austins public school buildings are underutilized .']
9623,[],['McCain opposed the border fence .']
9624,[],[]
9625,[],['I had previously said that NATO was obsolete because it failed to deal adequately with terrorism .']
9626,[],"['Taxpayer money will provide iPod Touch devices to high school students in Utah , BlackBerry smart phones to smokers who kick the habit and funding for a study of exotic ants in East Africa .']"
9627,[],[]
9628,[],"['Says Mitt Romney has said we dont need more firemen , more policemen , more teachers .']"
9629,[],[]
9630,[],['Says union bosses bused protesters to aCentral Florida education protest .']
9631,[],"['Says that at a campaign rally President Barack Obama spent so much time screaming at a protester , and frankly it was a disgrace .']"
9632,[],[]
9633,[],[]
9634,[],[]
9635,[],"['Says that before Rick Perry became governor , only 4 percent of our total labor force was a minimum wage job ... Today , that number has more than doubled to 9.5 percent .']"
9636,[],"['When Hillary Clinton ran the State Department , $ 6 billion was missing .', 'How do you miss $ 6 billion ?', 'You ran the State Department , $ 6 billion was either stolen they dont know .']"
9637,[],['Prayer rugs have recently been found on the Texas side of the border in the brush .']
9638,[],['More than 80 percent of Americans believe we need to have universal background checks .']
9639,[],"['The transportation tax is regressive , and Emory University is literally getting its own transit line at virtually no cost to itself .']"
9640,[],['We have cut our deficits by almost threequarters .']
9641,[],"['Says that in 2009 , Jon Huntsman said that the Recovery Act wasnt large enough and as governor he asked for $ 14.4 billion in federal stimulus funds .', 'Now hes saying that he never supported it .']"
9642,[],[]
9643,[],['More children die in agricultural jobs than in any other industry .']
9644,[],['But in Yemen were fighting Iran with Iraqis and Saudis .']
9645,[],['Governor Romney cut off kosher meals for Jewish senior citizens who were on Medicaid to save $ 5 a day .']
9646,[],[]
9647,[],['Oregons per capita income is 9 percent below the national average and getting worse .']
9648,[],[]
9649,[],"['A grant for $ 5,000 [ from the Governorrnors Workforce Board ] went to teach an employee at a company that makes ornamental business card holders how to use Facebook and Twitter .']"
9650,[],[]
9651,[],[]
9652,[],['Were already seeing bakers and florists and photographers forced to participate in samesex marriages under the threat of law and in some cases even jail .']
9653,[],['We spent $ 223million on a bridge in Alaska to an island with 50 people on it .']
9654,[],[]
9655,[],[]
9656,[],[]
9657,[],[]
9658,[],['The health care law is the largest tax [ increase ] in the history of our country']
9659,[],['A study ranked Florida No. 1 in government corruption under Governor Rick Scott .']
9660,[],[]
9661,[],"['Obamacare cuts $ 500 billion in future Medicare funding in order to fund the new constitutionally questionable government mandate , even going so far as to scuttle Medicares most popular and successful part , Medicare Advantage .']"
9662,[],['Broward County was one of three counties in the nation pivotal to an Obama victory in 2012 .']
9663,[],"['Says an election clerk in Green Bay refused to allow early voting on the UWGreen Bay campus because she was afraid it would help Democrats , showing outrageous partisan bias .']"
9664,[],"[""The Baucus health care bill ' would drastically restrict the use of flexible spending accounts FSAs in order to help pay for health care reform . '""]"
9665,[],['Nevada will be energy independent within the immediate future .']
9666,[],[]
9667,[],['Raising the minimum wage to $ 10.10 an hour will destroy between half a million and one million jobs .']
9668,[],"['Ten years ago , John McCain offered a bill that said he would ban a candidate from paying registered lobbyists .']"
9669,[],[]
9670,[],[]
9671,[],"['Says if current trends continue , by 2040 , one out of three Texas workers will not have a high school diploma .']"
9672,[],[]
9673,[],[]
9674,[],[]
9675,[],"['If Congress does not pass the renewal of the payroll tax cut before the end of the year , nearly 160 million working families will see their taxes go up by roughly $ 1,000 .']"
9676,[],[]
9677,[],['Says 77 percent of Portlands students finish elementary school without taking even one art class .']
9678,[],['Its 30 percent bigger than it was when Barack Obama became president .']
9679,[],['President Barack Obama put in place historic fuel efficiency standards for cars and trucks to lower costs at the pump and reduce dependence on foreign oil .']
9680,[],[]
9681,[],[]
9682,[],[]
9683,[],[]
9684,[],[]
9685,[],[]
9686,[],"['When I was speaker , we had four consecutive balanced budgets .']"
9687,[],['Barack Obama refused to raise the debt ceiling because he said President Bush had failed in leadership .']
9688,[],['The Congressional Budget Office has found that the stimulus bill will lead to a real 0.1 to 0.3 percent reduction in gross domestic product by 2019 .']
9689,[],[]
9690,[],[]
9691,[],"['In Rhode Island , 28 percent of adults released from state prisons are reincarcerated within a year .']"
9692,[],"['When John Kasich became governor of Ohio , there was an $ 8 billion budget deficit and now theres a $ 2 billion surplus .']"
9693,[],"[""A request for ' an increase in troops sat on desks in this White House during the presidency of George W. Bush , including the vice president 's , for more than eight months , a resource request filled by President Obama in March . '""]"
9694,[],[]
9695,[],[]
9696,[],[]
9697,[],['We have the highest perpupil cost in the country .']
9698,[],[]
9699,"['the financial resources provided by hunters to protect habitat and stop poachers , there would be no infrastructure for wildlife management']",[]
9700,[],[]
9701,[],"[""Health care reform ' establishes a new board of federal bureaucrats the'Health Benefits Advisory Committee ' to dictate the health plans that all individuals must purchase . '""]"
9702,[],[]
9703,[],"['When union membership goes down , so do middle class wages .']"
9704,[],['Obama did not open new lands to offshore drilling all of these areas were already open for drilling once Congress and President Bush lifted the moratorium in 2008 .']
9705,[],[]
9706,[],[]
9707,[],['Our school test scores are right at the bottom .']
9708,[],"['There was a report that came out from the FBI a warning , not a report ... saying that , in fact , alQaida was planning to attack malls during the Christmas holidays .']"
9709,[],[]
9710,[],[]
9711,[],['Our state has no major rivers to produce big hydropower .']
9712,[],['SaysCongressman Jack Kingston voted to raise his pay seven times .']
9713,[],['Kansas has not elected somebody other than a Republican to the United States Senate since before The Wizard of Oz hit the movie theaters .']
9714,[],['Common Core means there are over 300 data elements the government is going to be collecting about your children and about you .']
9715,[],"['Obamas Justicedesignate Sotomayor threw out the New Haven firefighters lawsuit in a sneaky , unsigned opinion the judicial equivalent of talk to the hand .']"
9716,[],[]
9717,[],[]
9718,[],"['For the first time in 35 years , we have more businesses dying than we do starting .']"
9719,[],['The UK has an unarmed police force and a firearm fatality rate that is 40 times lower per capita than in the United States']
9720,[],['Says Barack Obama knew half of the population of the United States would lose their health insurance .']
